title,embedding,spectral_cluster,kmeans_cluster,tsne1,tsne2
Veronica Guerin,"[-1.4016047716140747, 0.6887644529342651, -0.11963560432195663, 0.4116932153701782, -0.04517444223165512, -0.016477160155773163, 0.28837233781814575, 0.14637872576713562, -0.23782126605510712, 0.46861860156059265, -0.44710350036621094, -0.20397844910621643, 0.36279621720314026, 0.897545337677002, -0.37002846598625183, -0.44862252473831177, -0.5997151732444763, 0.5522852540016174, 0.42152950167655945, 0.012281919829547405, 0.4286385774612427, -0.3783652186393738, -0.27191999554634094, 0.5207508206367493, 0.2390206754207611, 0.8135433793067932, -0.47112295031547546, -0.4182407259941101, -0.4768739342689514, 0.8241891860961914, -0.4456026256084442, -0.020027801394462585, -0.8133941292762756, 0.217415452003479, -0.442432701587677, 0.6577173471450806, 1.0274940729141235, -0.20863056182861328, -0.2995724678039551, -0.17012818157672882, 0.17859871685504913, 0.2837437391281128, 0.19168727099895477, -0.2759881317615509, -0.1726667284965515, -0.798488974571228, -0.9705650806427002, 0.10046474635601044, 0.03945830464363098, -0.48557770252227783, 0.3468307554721832, 0.6192803978919983, -0.9681467413902283, -0.3650408089160919, 0.10943277180194855, 0.19852961599826813, -0.38280948996543884, 0.717187762260437, 0.10825859755277634, -0.2952341139316559, 0.358368843793869, 0.3526431918144226, 0.225259467959404, -0.23506654798984528]",0,4,2.3887925,-8.3815365
Waking Sleeping Beauty,"[-0.9630228281021118, 0.6959022879600525, -0.3430025577545166, 0.6273273229598999, 1.1426105499267578, 0.10107941925525665, -0.19193780422210693, -1.0579373836517334, -0.33066144585609436, 0.2595510482788086, 0.1997475028038025, 0.4190356135368347, 0.7141174674034119, 0.4847583472728729, -0.049981504678726196, 0.43186715245246887, 0.05424029380083084, -0.2080724835395813, -0.8812230825424194, 0.35098156332969666, -0.5223953127861023, -0.05958373472094536, -0.18248151242733002, -0.05939390882849693, -0.4704331159591675, 0.5075340867042542, -0.09318837523460388, -0.2881954610347748, -0.6193713545799255, -0.06664933264255524, -1.5783636569976807, -0.5529612302780151, -0.582315981388092, 0.8094279170036316, -0.014463171362876892, 0.30062755942344666, 0.7137601971626282, -0.41086545586586, -0.34284988045692444, 0.2820296287536621, 0.8062021136283875, 0.39344412088394165, 0.5508958101272583, 0.17946437001228333, 1.0896662473678589, -0.7481065392494202, -0.5027635097503662, -0.6475839018821716, 0.6367427110671997, -0.3820744454860687, -0.651199221611023, -0.3835922181606293, -0.7427871227264404, 0.29492294788360596, 0.1117691770195961, -0.19328530132770538, -0.8201516270637512, 0.29566967487335205, 0.40938320755958557, 0.47118642926216125, -0.6008139848709106, 0.6459105610847473, -0.17242716252803802, 0.6688582301139832]",0,4,17.696085,0.6219426
WALL·E,"[-0.7804374098777771, 0.9117934703826904, -0.3538082242012024, -0.33724796772003174, -0.09031717479228973, 1.08432936668396, -0.08020242303609848, 0.06806084513664246, 0.9874786138534546, -0.19061501324176788, -0.3731996417045593, -0.03337579593062401, 1.3061891794204712, 0.5214846730232239, 0.28601688146591187, -0.08884445577859879, -0.34088388085365295, 0.679360032081604, -0.8893319964408875, -0.8882312178611755, -1.098020076751709, -0.4797940254211426, 0.5748173594474792, 0.3733545243740082, 0.14948083460330963, 0.7666600942611694, 0.021778332069516182, 0.4677852690219879, 0.7152055501937866, 0.48286688327789307, 0.19229651987552643, -0.7033567428588867, -0.7526013851165771, 0.34256094694137573, 0.04428735747933388, -0.16937942802906036, 0.47577840089797974, -0.8030634522438049, -0.1469859629869461, -0.034325744956731796, -0.13447299599647522, 1.029909372329712, 0.5002653002738953, -0.252123087644577, 0.5004515647888184, 0.021054858341813087, 0.7992593050003052, -0.3265460431575775, 0.7293068170547485, -0.5083431005477905, 0.8658646941184998, 0.3193289041519165, 0.0393521822988987, -0.26269492506980896, -0.02481602318584919, -0.3007718026638031, -0.042306069284677505, 0.25803878903388977, 0.7046314477920532, -0.6208970546722412, -0.05243266373872757, -0.19384992122650146, 0.0988309308886528, 0.5074126124382019]",4,0,-19.049137,-24.046537
Walt & El Grupo,"[-0.9655234217643738, 0.40776950120925903, -0.6536882519721985, 0.3883775472640991, 0.48176223039627075, 0.4203517735004425, -0.6778729557991028, 0.2300812304019928, -0.06824613362550735, -0.2199038863182068, -0.13971413671970367, 0.3625998795032501, 0.04273892939090729, -0.41113847494125366, -0.262050986289978, -0.6862667798995972, -0.8361790776252747, -0.10661184042692184, 0.040907617658376694, 0.5533680319786072, 0.06274699419736862, -0.3542953133583069, 0.6685138940811157, 0.06274066120386124, 0.25469091534614563, 1.7396031618118286, -0.5133373737335205, 0.1046503335237503, -0.48857396841049194, 0.3154742419719696, -0.748350977897644, -1.0706368684768677, 0.24060331284999847, 0.31324949860572815, -0.4992362856864929, -0.6680726408958435, 0.7240554690361023, -0.9064759612083435, 0.2263174206018448, 0.009352898225188255, 0.8552370071411133, 0.6522795557975769, 0.9069334268569946, -0.43635979294776917, -0.054699745029211044, -0.55992192029953, -0.36552563309669495, -0.9692366123199463, 0.537949800491333, -0.7914667725563049, 0.21857596933841705, 0.8638607859611511, -0.6551392078399658, 0.3009646534919739, 0.017585046589374542, -0.03693462908267975, -0.5683846473693848, 0.08352825045585632, 0.2379365861415863, 0.44261157512664795, -0.2999812066555023, 0.5072160959243774, -0.17694352567195892, 0.0723382979631424]",0,1,17.008318,3.1157982
War Horse,"[-0.8361223936080933, -0.07278589904308319, -0.6281076073646545, -0.426025390625, -0.16402703523635864, 0.47655606269836426, 0.6060070991516113, -0.2642958462238312, 0.5121816992759705, 0.6405837535858154, -0.3201466500759125, -0.1520790010690689, 0.6604384183883667, 0.47183874249458313, -0.8309934735298157, -0.846250593662262, 0.32020309567451477, 0.38374030590057373, 0.2387414425611496, -0.540411651134491, -0.7986816167831421, -0.7214200496673584, 0.44674110412597656, 0.02282099798321724, 0.1886541247367859, 0.15502795577049255, 0.2917137145996094, 0.12948109209537506, -0.2595124840736389, 0.9270868897438049, -0.05908908694982529, -0.9354689121246338, -0.25020352005958557, 0.37239477038383484, 0.18838299810886383, 0.17182987928390503, 1.4166513681411743, -0.17458821833133698, -0.3390060067176819, 0.8675981163978577, 0.225612610578537, 0.5216740369796753, 0.07457558065652847, -0.5271052718162537, -0.18868117034435272, -0.2845671474933624, -0.21184687316417694, -0.14835835993289948, 0.5088589787483215, -0.7328004837036133, -0.0036863835994154215, -0.7556738257408142, -0.933228611946106, 0.6323130130767822, -0.24690614640712738, 0.414785772562027, -0.09546294063329697, 0.4930604100227356, 0.3949727714061737, -0.5428948998451233, -0.8023744225502014, 0.883151113986969, 0.014170699752867222, -0.1571751981973648]",0,0,-26.026167,2.1549573
Washington Square,"[-0.986006498336792, 0.46710872650146484, -0.2049509882926941, 0.7776719331741333, -0.33061841130256653, 0.47604498267173767, 0.35294783115386963, -0.49059563875198364, -1.4037730693817139, 0.006679612211883068, -1.1144323348999023, -0.7056017518043518, 0.8193134069442749, -0.0590396374464035, -0.3459530770778656, -0.5719608068466187, 0.4969606399536133, -0.3292507231235504, -0.06292816251516342, 0.3913978934288025, -0.25384989380836487, 0.2797292470932007, -0.05900833010673523, 0.7749508619308472, 0.31520897150039673, 1.2707149982452393, -0.2005464732646942, -0.28397759795188904, -0.037769097834825516, 0.7844475507736206, -0.18388307094573975, -0.4737760126590729, -0.1472691148519516, -0.532355785369873, -0.14568859338760376, -0.5075640082359314, 0.8149980306625366, -0.5254281759262085, 0.12621447443962097, 0.6994643807411194, -0.164851576089859, 0.08331142365932465, 0.7185138463973999, -0.2103775441646576, 0.21772226691246033, -1.041542410850525, -0.46860501170158386, -0.5961814522743225, 0.7181037068367004, -0.3619020879268646, -0.45133113861083984, 0.04420923441648483, -0.8782684206962585, 0.5495331287384033, -0.43016207218170166, 0.7161513566970825, -0.310561865568161, 0.8658276796340942, -0.8352898359298706, -0.2046499401330948, 0.2856036126613617, 0.49460819363594055, -0.4449256360530853, 0.4646305739879608]",0,4,2.2852445,-11.085042
What About Bob?,"[-1.0743286609649658, 0.5867630839347839, -0.7236709594726562, -0.3048316538333893, 0.13014556467533112, 0.3315145671367645, 0.003721865825355053, 0.029196636751294136, 0.46268942952156067, -0.059702154248952866, 0.6081475615501404, 0.1214674562215805, 0.4579383432865143, 0.5607709288597107, 0.050115879625082016, 0.19734376668930054, -0.4310401380062103, 1.0120313167572021, 0.27461865544319153, -0.2134193629026413, -0.8049255609512329, -0.9812328219413757, 0.028278321027755737, 0.2621050775051117, 0.9027597904205322, 0.6581451892852783, -0.6396568417549133, -0.3787456452846527, -0.05825653672218323, -0.05142514780163765, -0.31045278906822205, -0.5035057663917542, -0.7734235525131226, 0.7886203527450562, 0.0357564277946949, -0.37578123807907104, 1.1818482875823975, -0.2594764828681946, -0.5206826329231262, -0.05926178768277168, 0.7598685026168823, 0.05070282146334648, 0.6669846773147583, -0.06456299871206284, -0.21052247285842896, -0.6932769417762756, -0.38815465569496155, -0.35989874601364136, 0.1596105992794037, -0.45559242367744446, -0.06091399863362312, -0.08751454949378967, -0.5625995397567749, 0.4428243935108185, -0.05846836790442467, -0.14411555230617523, 0.3444075882434845, 0.583562970161438, 0.3095238208770752, -0.44287198781967163, -0.2167353630065918, 0.3678271174430847, 0.24930015206336975, -0.05121464282274246]",0,0,-0.6928169,2.0925753
What's Love Got to Do with It,"[-0.7504901885986328, 0.4855193793773651, -0.8647419810295105, 0.41039609909057617, -0.07371899485588074, -0.2111143320798874, 0.5154773592948914, 0.019658898934721947, 0.0921468436717987, -0.2322012335062027, -0.9735842347145081, -0.03749726340174675, 0.3069961667060852, 0.12217976152896881, -0.38675180077552795, -0.5086853504180908, 0.16113293170928955, -0.05777094513177872, 0.4659815728664398, 0.5830617547035217, -0.5273643136024475, -0.4355420768260956, 0.08865424990653992, 0.8368052840232849, 0.7255941033363342, 1.5926213264465332, -0.8960872888565063, -0.20809218287467957, -0.28554803133010864, 0.3957352936267853, -0.17234474420547485, -0.12459740787744522, 0.004664954263716936, 0.5950332283973694, -0.6171716451644897, -0.5059447288513184, 1.6362122297286987, -0.6333209276199341, -0.15040813386440277, -0.11178722977638245, -0.17226319015026093, 0.6364268660545349, 0.7679016590118408, -0.8148723244667053, 0.893399178981781, -0.10656881332397461, -0.6216784119606018, -0.44312092661857605, -0.282680481672287, -0.3391598165035248, 0.03181524574756622, 0.49812591075897217, -0.4047621786594391, -0.16024662554264069, 0.09293942153453827, 0.150811567902565, -0.543954610824585, 0.14476370811462402, 0.30086416006088257, -0.43563318252563477, -0.3108293116092682, 0.584416925907135, 0.40693700313568115, 0.457746684551239]",0,4,19.390066,7.8492503
When a Man Loves a Woman,"[-0.8890969753265381, 0.1811247169971466, -0.2963945269584656, 0.11237281560897827, 0.38068196177482605, 0.710787832736969, 0.2069070190191269, -0.7323997020721436, -0.5884976387023926, 0.7925581932067871, -0.87563556432724, 0.2646479308605194, 0.004682327155023813, 0.5436710715293884, -0.583385169506073, -0.4382264018058777, 0.29257845878601074, 0.18750759959220886, -0.06340553611516953, 0.619926929473877, -0.27064889669418335, -0.21751669049263, 0.12772157788276672, 0.5507565140724182, -0.1530146300792694, 0.9880274534225464, -0.287251353263855, -0.14823298156261444, -0.7606194019317627, 0.23223371803760529, -0.8908385634422302, -1.4383444786071777, 0.17738336324691772, 0.26363784074783325, 0.07780472189188004, 0.7331238389015198, 0.8208683729171753, -0.550255537033081, -0.7278956770896912, 0.20293839275836945, 0.7695024609565735, 0.9505175352096558, -0.3603048026561737, -0.030445845797657967, 0.627988874912262, -0.36159658432006836, -0.2698269486427307, -1.1127489805221558, 0.16410374641418457, -0.20387981832027435, 0.08059798181056976, 0.003939978312700987, -0.2463163435459137, 0.5518977046012878, -0.6972598433494568, 0.786176860332489, 0.2122371643781662, 0.5375869274139404, -0.6864894032478333, -0.30578285455703735, -0.5341740846633911, 0.7240957617759705, -0.14005769789218903, 0.4128141701221466]",0,1,17.908722,-6.7518697
When in Rome,"[-1.072756052017212, 0.464601069688797, -0.5024734735488892, 0.9495822191238403, 0.24786785244941711, -0.3229353725910187, 0.44524428248405457, -0.5760640501976013, -0.21092554926872253, 0.47688066959381104, 0.306954026222229, -0.5623204112052917, 0.08227576315402985, 0.3453426659107208, 0.44822704792022705, -1.1343202590942383, -0.8342689871788025, 0.39461785554885864, -0.3130137026309967, 0.9654258489608765, -0.14684095978736877, -0.8422874212265015, -0.8707283139228821, 0.18422766029834747, 0.5338466167449951, 0.5033013820648193, -0.7237722873687744, -0.18757492303848267, -0.34682124853134155, 0.2867358922958374, -0.5043889284133911, 0.12383483350276947, -0.47839683294296265, 0.42198607325553894, 0.0849190205335617, -0.3253973424434662, 0.7183168530464172, -0.5822011828422546, -0.5213471055030823, 0.025816330686211586, 0.3440779149532318, 0.4265967905521393, 0.4354071021080017, -0.4788198173046112, 0.2347583919763565, -1.4013402462005615, 0.1947624385356903, -0.0959235355257988, 0.5615299940109253, -0.23530292510986328, -0.2927606701850891, 0.7312915325164795, -0.4706040620803833, 0.3338141143321991, -0.7958925366401672, 0.37755048274993896, -0.5197833776473999, 0.2446463406085968, 0.07424995303153992, -0.7002161741256714, -0.3668270409107208, 0.6159225106239319, -0.13532066345214844, -0.240984708070755]",0,4,1.1648606,-14.003081
Where the Heart Is,"[-0.7410480380058289, 0.8573296070098877, -0.5618537068367004, 0.2325887531042099, 0.1362837255001068, 0.1916375756263733, 0.2345326989889145, -0.39936622977256775, 0.5003747940063477, 0.10176830738782883, -0.3684768080711365, 0.08120910078287125, 0.8965094685554504, -0.17647677659988403, -0.6836463809013367, -0.47472724318504333, -0.359880656003952, 0.05759315937757492, -0.8381475210189819, 0.04906454682350159, -0.5033122301101685, -0.514238715171814, -0.12523284554481506, 1.4149693250656128, -0.18556831777095795, 1.3164112567901611, 0.5089100003242493, -0.4685664474964142, -0.41298726201057434, 0.190015509724617, -0.036143526434898376, -0.9324724674224854, -0.3841134011745453, -0.12220261991024017, -0.49318742752075195, -0.4648226201534271, 0.4218076467514038, -0.1642114669084549, -0.4889211058616638, -0.04650086909532547, 0.04526316747069359, 0.8006268739700317, 0.8769381046295166, 0.16232463717460632, 0.624596118927002, 0.5562282800674438, 0.4228459298610687, -0.5305183529853821, 0.3637046217918396, -1.0796862840652466, 0.042740125209093094, -0.31725236773490906, -0.35498046875, 0.15842752158641815, -0.1475292295217514, 0.47105610370635986, 0.42200422286987305, 0.16408155858516693, 0.6114586591720581, -1.5254273414611816, -0.3744770586490631, 0.3381239175796509, -0.2881421148777008, 0.3519042432308197]",0,0,0.22611724,9.756942
While You Were Sleeping,"[-0.904309093952179, 0.35422271490097046, -0.015872333198785782, -0.691353440284729, -0.08175355941057205, 1.2571845054626465, 0.30405810475349426, -0.44559845328330994, 0.29885634779930115, 0.47757506370544434, 0.6572542190551758, 1.047153353691101, 0.7321884632110596, 0.8699533939361572, 0.4604347348213196, -0.0195863526314497, 0.14560644328594208, 0.15448574721813202, -0.5623340606689453, 0.2775607407093048, -0.35115817189216614, -0.8531184196472168, 0.08169735223054886, 0.19627228379249573, 0.5526212453842163, 0.24815422296524048, -0.5018478631973267, 0.03742021694779396, 0.5485297441482544, 0.776824414730072, -0.729227602481842, -0.20201332867145538, -0.4248163402080536, 0.2730560004711151, 0.5797839760780334, -0.04825399070978165, 0.7613796591758728, -0.031732089817523956, -0.8553833365440369, 0.2122924029827118, -0.051976073533296585, -0.10062099248170853, 0.44093549251556396, 1.0460559129714966, 0.054250236600637436, 0.10817623138427734, -0.2939443588256836, -0.6738055944442749, 0.4645226001739502, -0.7145370841026306, 0.17322205007076263, -0.7413390874862671, -1.2299259901046753, 0.07823856174945831, -0.3538585901260376, 0.11097988486289978, -0.5604575276374817, 0.7887564897537231, -0.3859018385410309, -0.5578213334083557, -0.6799415349960327, -0.15649017691612244, -0.32246604561805725, 0.9276748895645142]",1,0,-33.921944,-10.596623
